status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.print_section,response.docs.print_page,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,An unlamented mall in the heart of the English city is being demolished. But what should go in its place?,https://www.nytimes.com/2021/05/18/world/europe/nottingham-broadmarsh-centre.html,An unlamented mall in the heart of the English city is being demolished. But what should go in its place?,"NOTTINGHAM, England — Hilary Silvester still recalls the moment she first saw the Broadmarsh Center, a bleak 1970s shopping mall that symbolized Nottingham’s modernization in a scorned architectural era but is now being consigned to history.",The New York Times,,,2021-05-18T08:47:31+0000,article,Foreign,World,News,nyt://article/0cb541de-eb06-5743-8758-ecb9abb03070,1258,nyt://article/0cb541de-eb06-5743-8758-ecb9abb03070,A,8,Europe,Nottingham’s Dilemma: Robin Hood or High Tech?,NA,NA,Nottingham’s Choice: Robin Hood or High Tech?,NA,NA,NA,By Stephen Castle,,NA,157,60,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"As much as any city, Portland, Ore., has been through hell. Its landmark store, Powell’s Books, must finally build a viable online business while recapturing its downtown success.",https://www.nytimes.com/2021/11/09/business/powells-books-pandemic.html,"As much as any city, Portland, Ore., has been through hell. Its landmark store, Powell’s Books, must finally build a viable online business while recapturing its downtown success.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",The New York Times,,,2021-11-09T10:00:27+0000,article,Business,Business Day,News,nyt://article/9aefa2a5-87ff-5072-af1f-eac433af7c54,1611,nyt://article/9aefa2a5-87ff-5072-af1f-eac433af7c54,B,1,NA,Powell’s Books Survived Amazon. Can It Reinvent Itself After the Pandemic?,NA,NA,The Next Chapter,NA,NA,NA,By Peter S. Goodman,,NA,157,60,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Many New Yorkers who left during the pandemic have sought ways to replicate what they love about New York in their new hometowns.,https://www.nytimes.com/2021/08/06/realestate/leaving-new-york-city.html,Many New Yorkers who left during the pandemic have sought ways to replicate what they love about New York in their new hometowns.,"Nine months after Julie Fishkin moved from New York City to Portland, Ore., she was still following the Brooklyn-based website, Park Slope Parents. A few weeks ago, at something of an emotional nadir, she posted on an active thread called “PSP BK Stay or Go” — “Honestly for me, this has been like grieving a major loss.”",The New York Times,,,2021-08-06T09:00:15+0000,article,RealEstate,Real Estate,News,nyt://article/e25460c6-4157-5361-b9fa-6f73fecad59d,1999,nyt://article/e25460c6-4157-5361-b9fa-6f73fecad59d,RE,1,NA,Why Is It So Hard to Say Goodbye to New York City?,NA,NA,"Oh, New York City:  They Just Can’t Quit You",NA,NA,NA,By Jennifer Miller,,NA,157,60,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Fires accelerated by climate change, along with invasive plants and urban sprawl, threaten the saguaros, a keystone species of the Sonoran Desert and a celebrated symbol of the Southwest.",https://www.nytimes.com/2021/08/04/us/wildfires-southwest-arizona-cactus-saguaros.html,"Fires accelerated by climate change, along with invasive plants and urban sprawl, threaten the saguaros, a keystone species of the Sonoran Desert and a celebrated symbol of the Southwest.","ORO VALLEY, Ariz. — It began with a flash of lightning, the fire that swept across the rugged Santa Catalina Mountains on Tucson’s edge. By the time firefighters got the blaze under control, it had torched thousands of saguaros, the towering cactuses that can reach heights of 60 feet and live for 200 years.",The New York Times,,,2021-08-04T07:00:12+0000,article,National,U.S.,News,nyt://article/dfa908d2-7bd0-552d-b5be-4ff1a2a85a4f,1217,nyt://article/dfa908d2-7bd0-552d-b5be-4ff1a2a85a4f,A,13,NA,"Masters of Desert Survival, Can This Iconic Cactus Survive Wildfires?",NA,NA,Saguaros Like It Hot. But Maybe Not Quite This Hot.,NA,NA,NA,By Simon Romero,,NA,157,60,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Twenty-seven ideas to satisfy tastes both garden variety and eccentric.,https://www.nytimes.com/2021/11/23/style/plant-gifts.html,Twenty-seven ideas to satisfy tastes both garden variety and eccentric.,"If you didn’t know a Plant Person before, chances are you do now. The coronavirus pandemic ushered in a botanical boom: A new crop of victory gardeners resulted in a run on seeds; sales of plant-based meat alternatives and other foods soared; as did sales of plants both legal and quasi legal.",The New York Times,,,2021-11-23T10:00:26+0000,article,Styles,Style,News,nyt://article/c459ea73-0cc3-5ac8-bde6-50e8ebfdea78,1249,nyt://article/c459ea73-0cc3-5ac8-bde6-50e8ebfdea78,D,4,NA,A ‘Plant-Based’ Gift Guide,NA,NA,Crop of Cute Gifts For Plant Lovers,NA,NA,NA,By Anthony Rotunno,,NA,157,60,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"As fatal police shootings have become a flashpoint in U.S. cities, they have also occurred at high rates in rural areas — largely without national attention.",https://www.nytimes.com/2021/08/13/us/police-shootings-rural.html,"As fatal police shootings have become a flashpoint in U.S. cities, they have also occurred at high rates in rural areas — largely without national attention.","PIPPA PASSES, Ky. — The man known all his life as Doughboy had been running from the state police for months: scrambling down a creek bed, flooring it out of a gas station, visiting his children at 2 a.m. when he thought troopers wouldn’t be lurking.",The New York Times,,,2021-08-13T15:01:53+0000,article,Investigative,U.S.,News,nyt://article/865eef49-e414-5ef8-9ca5-278e7d750efc,2927,nyt://article/865eef49-e414-5ef8-9ca5-278e7d750efc,A,1,NA,Where Police Killings Often Meet With Silence: Rural America,NA,NA,"In Rural America, Killings by Police Are Often Met With Silence",NA,NA,NA,By Alysia Santo and R.G. Dunlop,,NA,157,60,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"A powerful legislator, he became chairman of the House Appropriations Committee in 2005 but faced scrutiny from the Justice Department for his ties to a lobbyist.",https://www.nytimes.com/2021/07/22/us/politics/jerry-lewis-dead.html,"A powerful legislator, he became chairman of the House Appropriations Committee in 2005 but faced scrutiny from the Justice Department for his ties to a lobbyist.","Jerry Lewis, a powerful House Republican whose largess to his district in California established him as a master of the earmark but led to an investigation of his actions by the Justice Department, died on July 15 at his home in Redlands, Calif. He was 86.",The New York Times,,,2021-07-22T11:40:07+0000,article,Obits,U.S.,Obituary (Obit),nyt://article/3822267c-e85f-54ae-8f5d-29d6cfc62395,857,nyt://article/3822267c-e85f-54ae-8f5d-29d6cfc62395,B,11,Politics,"Jerry Lewis, Master of the Congressional Earmark, Dies at 86",NA,NA,"Jerry Lewis, 86, Master of the Congressional Earmark",NA,NA,NA,By Richard Sandomir,,NA,157,60,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Can sidewalks, pickup trucks and American flags offer clues? Revisiting readers’ perceptions of politics, density and place.",https://www.nytimes.com/interactive/2021/04/06/upshot/trump-biden-quiz-photos.html,"Can sidewalks, pickup trucks and American flags offer clues? Revisiting readers’ perceptions of politics, density and place.","Can sidewalks, pickup trucks and American flags offer clues? Revisiting readers’ perceptions of politics, density and place.",The New York Times,,,2021-04-06T09:01:01+0000,multimedia,The Upshot,The Upshot,Interactive Feature,nyt://interactive/a030382a-0fa4-5967-9ad8-524da306b38c,0,nyt://interactive/a030382a-0fa4-5967-9ad8-524da306b38c,NA,NA,NA,What We Learned From 15 Million Guesses About a Neighborhood’s Politics,NA,NA,NA,NA,NA,NA,"By Emily Badger, Josh Katz and Kevin Quealy",,NA,157,60,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Hurricane Ida ravaged places that were once stream beds and wetlands.,https://www.nytimes.com/2021/09/28/opinion/hurricane-ida-new-york-city.html,Hurricane Ida ravaged places that were once stream beds and wetlands.,"For more than 20 years, I have been studying the historical ecology of New York City and thinking about what it means for the city’s future, and I can tell you one thing: Water will go where water has always gone.",The New York Times,,,2021-09-28T09:00:20+0000,article,OpEd,Opinion,Op-Ed,nyt://article/3efc9c31-b6bb-5f5b-bd54-aca5de968689,958,nyt://article/3efc9c31-b6bb-5f5b-bd54-aca5de968689,SR,7,NA,Let Water Go Where It Wants to Go,Guest Essay,NA,Let the Streams Run Free,NA,NA,NA,By Eric W. Sanderson,,NA,157,60,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"With the rise of remote work, developers are betting they can lure young talent and raise economic prospects for the state’s depressed areas.",https://www.nytimes.com/2021/06/15/business/north-carolina-factories-redevelopment.html,"With the rise of remote work, developers are betting they can lure young talent and raise economic prospects for the state’s depressed areas.","Less than a decade ago, the economic malaise in Rocky Mount, N.C., was tangible. Rocky Mount Mills, a big cotton mill that had given the town its identity, had shut down in 1996, costing the area hundreds of jobs. Downtown was deserted. Nobody was hiring.",The New York Times,,,2021-06-15T09:00:34+0000,article,Business,Business Day,News,nyt://article/3f2c680f-a63a-5414-b698-588b0f806430,1320,nyt://article/3f2c680f-a63a-5414-b698-588b0f806430,B,6,NA,A Second Chance for North Carolina’s Shuttered Factories,Square Feet,NA,"New Leases, and a New Life, for Old Mill Towns",NA,NA,NA,By Amanda Abrams,,NA,157,70,28
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Athena LaTocha has embraced geological materials from mesas, wetlands and bluffs in her large-scale works. Now, she’s exploring what’s underfoot in New York City.",https://www.nytimes.com/2021/11/24/arts/design/athena-latocha-bric-sculpture-native-american.html,"Athena LaTocha has embraced geological materials from mesas, wetlands and bluffs in her large-scale works. Now, she’s exploring what’s underfoot in New York City.","On a bright morning recently in Downtown Brooklyn, the artist Athena LaTocha stood by a construction site where pile drivers and earth-moving machines were excavating the foundation for a new skyscraper, and examined the scene with a kind of creative recognition.",The New York Times,,,2021-11-24T14:42:54+0000,article,Weekend,Arts,News,nyt://article/2c2211dd-cc60-51b9-8f7f-b08837138bee,1430,nyt://article/2c2211dd-cc60-51b9-8f7f-b08837138bee,C,12,Art & Design,Her Art Reads the Land in Deep Time,NA,NA,"Large Works, in Communion With the Land",NA,NA,NA,By Siddhartha Mitter,,NA,157,70,28
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The Bergen County city combines an urban vibe with the hilly terrain and residential neighborhoods of a smaller town, just a few miles from Manhattan.",https://www.nytimes.com/2022/03/09/realestate/englewood-nj-a-cosmopolitan-suburb-close-to-the-city.html,"The Bergen County city combines an urban vibe with the hilly terrain and residential neighborhoods of a smaller town, just a few miles from Manhattan.","With three children under 5, and a fourth on the way, Elizabeth and Alan Mitrani were more than ready to move out of their one-bedroom apartment in New York City, where their living room doubled as a nursery.",The New York Times,,,2022-03-09T16:05:35+0000,article,RealEstate,Real Estate,News,nyt://article/ca5925f9-e5ad-5a0a-bfb4-be9ab1e4e292,1493,nyt://article/ca5925f9-e5ad-5a0a-bfb4-be9ab1e4e292,RE,11,NA,"Englewood, N.J.: A Cosmopolitan Suburb Close to the City",Living in,NA,Another Bergen County ‘Borough’ of New York,NA,NA,NA,By Jill P. Capuzzo,,NA,157,70,28
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Eleni Myrivili has been tasked with finding ways to help the Greek capital cope with ever-hotter heat waves that are expected to be part of life for years to come.,https://www.nytimes.com/2021/08/21/world/europe/athens-is-only-getting-hotter-its-new-chief-heat-officer-hopes-to-cool-it-down.html,Eleni Myrivili has been tasked with finding ways to help the Greek capital cope with ever-hotter heat waves that are expected to be part of life for years to come.,"ATHENS — On the hottest day of Greece’s record-breaking heat wave, when temperatures in Athens rose to 111 degrees Fahrenheit and wildfires choked the air, Eleni Myrivili stopped hanging laundry on her rooftop behind the Acropolis because she could hardly breathe from the heat.",The New York Times,,,2021-08-21T09:00:18+0000,article,Foreign,World,News,nyt://article/7cc27095-fb37-5717-8254-9c9e5b583b84,1388,nyt://article/7cc27095-fb37-5717-8254-9c9e5b583b84,A,4,Europe,Athens Is Only Getting Hotter. Its New ‘Chief Heat Officer’ Hopes to Cool It Down.,NA,NA,‘Chief Heat Officer’ Tries to Cool a Sweltering Athens,NA,NA,NA,By Jason Horowitz,,NA,157,70,28
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,An electrified highway is theoretically the most efficient way to eliminate truck emissions. But the political obstacles are daunting.,https://www.nytimes.com/2021/08/03/business/electric-trucks-catenary-wire.html,An electrified highway is theoretically the most efficient way to eliminate truck emissions. But the political obstacles are daunting.,"OBER-RAMSTADT, Germany — On a highway south of Frankfurt recently, Thomas Schmieder maneuvered his Scania tractor-trailer and its load of house paint into the far right lane. Then he flicked a switch you won’t find on most truck dashboards.",The New York Times,,,2021-08-03T09:00:26+0000,article,Business,Business Day,News,nyt://article/386bd9ad-dff3-58b1-9950-115ece75c0f9,1446,nyt://article/386bd9ad-dff3-58b1-9950-115ece75c0f9,B,1,NA,What if Highways Were Electric? Germany Is Testing the Idea.,NA,NA,Electric Highways? Germany Is Trying.,NA,NA,NA,By Jack Ewing,,NA,157,70,28
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Some 60 celebrated landscapes are part of a rehang at the Metropolitan Museum of Art. Don’t pass them by: They are demanding to the eye and mind alike.,https://www.nytimes.com/2021/10/07/arts/design/chinese-painting-met-museum.html,Some 60 celebrated landscapes are part of a rehang at the Metropolitan Museum of Art. Don’t pass them by: They are demanding to the eye and mind alike.,"It always feels like early autumn in the Chinese painting galleries of the Metropolitan Museum of Art. The lighting is warm but low; the décor, wheat-beige and nut-brown. Despite sparks of color, the ink-and-brush paintings are visually subdued; their images can be hard to read from even a short distance away.",The New York Times,,,2021-10-07T18:27:55+0000,article,Weekend,Arts,Review,nyt://article/f222db84-86b7-5c00-9a8b-6d3c65e98cbb,1436,nyt://article/f222db84-86b7-5c00-9a8b-6d3c65e98cbb,C,10,Art & Design,Looking Close at the Fragile Beauty of Chinese Painting,Critic’s Pick,NA,The Fragile Beauty of Chinese Painting,NA,NA,NA,By Holland Cotter,,NA,157,70,28
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"As he faces multiple crises, has the value of his political experience been underestimated?",https://www.nytimes.com/2021/08/04/opinion/biden-eviction-covid-democrats.html,"As he faces multiple crises, has the value of his political experience been underestimated?",The first seven months of the Biden presidency have been easy compared with what’s coming down the pike.,The New York Times,,,2021-08-04T09:00:11+0000,article,OpEd,Opinion,Op-Ed,nyt://article/b4a58acf-9212-510f-92b4-c38c974afbf4,2398,nyt://article/b4a58acf-9212-510f-92b4-c38c974afbf4,NA,NA,NA,"Biden’s Honeymoon Is Over, and He Knows It",Guest Essay,NA,NA,NA,NA,NA,By Thomas B. Edsall,,NA,157,70,28
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"For some California farmers, selling off water rights is now more lucrative than growing food.",https://www.nytimes.com/2021/06/30/climate/nyt-climate-newsletter-california-drought.html,"For some California farmers, selling off water rights is now more lucrative than growing food.",Strawberries in the middle of winter. Almond milk in your latte. Cans of tomato paste that end up on your pizza.,The New York Times,,,2021-06-30T18:35:44+0000,article,Climate,Climate,News,nyt://article/1a2aa84c-6d6a-5251-a3b9-aed1431ce82b,976,nyt://article/1a2aa84c-6d6a-5251-a3b9-aed1431ce82b,NA,NA,NA,What a Water Shortage Is Doing to Some of America’s Best Farmland,Climate Fwd:,NA,NA,NA,NA,NA,NA,,NA,157,70,28
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"And while you’re there, don’t forget to try dog-sledding, polar-bear-watching and the local dining.",https://www.nytimes.com/paidpost/destination-canada/want-a-once-in-a-lifetime-northern-lights-experience-head-to-canada.html,"And while you’re there, don’t forget to try dog-sledding, polar-bear-watching and the local dining.",,NA,,,2021-12-15T23:45:50+0000,paidpost,,T Brand,NA,nyt://paidpost/6f9d64fc-8f48-528f-bce2-9b82cc646110,1611,nyt://paidpost/6f9d64fc-8f48-528f-bce2-9b82cc646110,NA,NA,NA,Want a Once-in-a-Lifetime Northern Lights Experience? Head to Canada,NA,NA,NA,NA,NA,NA,NA,,NA,157,70,28
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Prices are soaring as industry leaders meet in Houston. The vibe at the conference is “we’re part of the solution.”,https://www.nytimes.com/2022/03/08/climate/climate-forward-oil-prices.html,Prices are soaring as industry leaders meet in Houston. The vibe at the conference is “we’re part of the solution.”,"If you’ve been following climate news, you might feel a bit of vertigo at what I’m about to tell you.",The New York Times,,,2022-03-08T17:11:48+0000,article,Climate,Climate,News,nyt://article/be09cc9c-d5b1-53c1-9ec2-e0c77a6662dd,1063,nyt://article/be09cc9c-d5b1-53c1-9ec2-e0c77a6662dd,NA,NA,NA,"Suddenly, oil companies are upbeat again",Climate fORWARD,NA,NA,NA,NA,NA,By Somini Sengupta,,NA,157,70,28
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"As a first-time dog owner, I didn’t anticipate how thoroughly a dog would demand that I experience my neighborhood from a different perspective.",https://www.nytimes.com/2022/02/11/realestate/pandemic-puppy.html,"As a first-time dog owner, I didn’t anticipate how thoroughly a dog would demand that I experience my neighborhood from a different perspective.","About half a mile from my house, a red knit scarf has been wrapped around a telephone pole for almost two years. Don’t ask me why it’s there, but almost every day I pay it a visit with my dog, Bowie. Fortunately for him, the scarf, faded to a sad shade of pink, has slipped far enough down the pole that he can now give it a proper sniff.",The New York Times,,,2022-02-11T13:00:06+0000,article,RealEstate,Real Estate,News,nyt://article/d4013888-b976-56e5-8a70-d1026bacdc68,1060,nyt://article/d4013888-b976-56e5-8a70-d1026bacdc68,RE,4,NA,A Pandemic Puppy Changed the Way I See (and Hear and Smell) My World,NA,NA,A Pandemic Puppy Changed the Way I See My World,NA,NA,NA,By Ronda Kaysen,,NA,157,80,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"She worked tirelessly to revitalize the area now known as Miami, and is widely recognized as the only woman to have founded a major American city.",https://www.nytimes.com/2021/12/03/obituaries/julia-tuttle-overlooked.html,"She worked tirelessly to revitalize the area now known as Miami, and is widely recognized as the only woman to have founded a major American city.","This article is part of Overlooked, a series of obituaries about remarkable people whose deaths, beginning in 1851, went unreported in The Times.",The New York Times,,,2021-12-03T23:10:57+0000,article,Obits,Obituaries,Obituary (Obit),nyt://article/5473728c-2f0e-5bcf-8060-7703c56b589d,1054,nyt://article/5473728c-2f0e-5bcf-8060-7703c56b589d,A,20,NA,"Overlooked No More: Julia Tuttle, the ‘Mother of Miami’",NA,NA,"Overlooked No More: Julia Tuttle, the ‘Mother of Miami’",NA,NA,NA,By Elena Sheppard,,NA,157,80,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Recent audio and walking tours provide a gentle return to spectatorship while also revealing overlooked corners of the city.,https://www.nytimes.com/2021/07/08/theater/new-york-city-audio-tours.html,Recent audio and walking tours provide a gentle return to spectatorship while also revealing overlooked corners of the city.,"It is so easy to forget. That native footpaths predated avenues, that streams surged where subways now rattle, that deer and rabbits used to bound underfoot at every grimy crosswalk. And here is another thing we may have forgotten during this past strange year: what it feels like to constitute an audience.",The New York Times,,,2021-07-08T14:26:51+0000,article,Weekend,Theater,Review,nyt://article/db919945-c3ce-53c6-8581-bf3a9a924809,1159,nyt://article/db919945-c3ce-53c6-8581-bf3a9a924809,C,8,NA,"Theater Is in the Streets of New York, if You Listen",Critic’s Notebook,NA,Audio Tours Turn Sidewalks Into Theaters,NA,NA,NA,By Alexis Soloski,,NA,157,80,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Friday: Get caught up on what you need to know before fire season gets into full swing.,https://www.nytimes.com/2021/06/25/us/ca-wildfire-season.html,Friday: Get caught up on what you need to know before fire season gets into full swing.,Good morning.,The New York Times,,,2021-06-25T12:50:31+0000,article,National,U.S.,briefing,nyt://article/66ea10b5-b017-5c7a-a61a-da28a1f4cd95,1032,nyt://article/66ea10b5-b017-5c7a-a61a-da28a1f4cd95,NA,NA,NA,Wildfire Season Is Coming. Get Ready.,California Today,NA,NA,NA,NA,NA,By Jill Cowan,,NA,157,80,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Thursday: Amid another dry year, the state’s water supply is low — but the effects may not be seen in urban areas.",https://www.nytimes.com/2021/05/20/us/drought-california.html,"Thursday: Amid another dry year, the state’s water supply is low — but the effects may not be seen in urban areas.",Good morning.,The New York Times,,,2021-05-20T13:03:23+0000,article,National,U.S.,briefing,nyt://article/bbdf8a72-1e69-5bad-980a-54ade49ccc57,1112,nyt://article/bbdf8a72-1e69-5bad-980a-54ade49ccc57,NA,NA,NA,Where’s the Water? Drought Threatens California’s Lifeline,CALIFORNIA Today,NA,NA,NA,NA,NA,By Priya Arora,,NA,157,80,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,The Ulster County town with its quaint village has attracted creative urban transplants for decades with the promise of new beginnings.,https://www.nytimes.com/2021/05/19/realestate/saugerties-ny-a-congenial-place-with-a-colorful-history.html,The Ulster County town with its quaint village has attracted creative urban transplants for decades with the promise of new beginnings.,"For 51 years, Johanna Hall has been living in Saugerties, a Hudson River town 100 miles north of New York City brushed with forests, dotted with hamlets and cradling a quaint village with shoulder-to-shoulder Victorians. She calls her home on four acres in West Saugerties “the house that Janis built,” because she and her then-partner, John Hall, bought it with money earned from writing a song for Janis Joplin (“Half Moon,” the B-side of 1971’s “Me and Bobby McGee”). It was one of those watershed moments. Ms. Hall, now 75, went from being an urban rock critic for The Village Voice to gardening and co-writing hits like “Dance With Me” and “Still the One,” which Mr. Hall recorded with his band Orleans.",The New York Times,,,2021-05-19T09:00:32+0000,article,RealEstate,Real Estate,News,nyt://article/8fb8732e-75aa-5bee-bcf4-fd3de39ce0f6,2218,nyt://article/8fb8732e-75aa-5bee-bcf4-fd3de39ce0f6,RE,8,NA,"Saugerties, N.Y.: A Congenial Place With a Colorful History",Living in,NA,A Congenial Place With a Social Conscience,NA,NA,NA,By Julie Lasky,,NA,157,80,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Styled after the 1930s Civilian Conservation Corps, the program would put young people to work helping protect communities from climate disasters.",https://www.nytimes.com/2021/09/09/climate/climate-corps-Congress.html,"Styled after the 1930s Civilian Conservation Corps, the program would put young people to work helping protect communities from climate disasters.",WASHINGTON — Democrats aim to pour tens of billions of dollars into a New Deal-style program that would hire young people to work on projects to protect communities and the environment from disasters that are growing more destructive due to climate change.,The New York Times,,,2021-09-09T15:48:45+0000,article,Climate,Climate,News,nyt://article/cd2ee9e7-d04b-58f5-a076-b58f59b6990a,1124,nyt://article/cd2ee9e7-d04b-58f5-a076-b58f59b6990a,A,17,NA,Democrats Want a ‘Climate Corps.’ They Just Can’t Agree How to Create It.,NA,NA,Democrats Diverge on Plan To Create ‘Climate Corps’,NA,NA,NA,By Lisa Friedman,,NA,157,80,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The National Weather Service called the fast-moving blaze “surreal,” given the recent storms.",https://www.nytimes.com/2022/01/24/us/big-sur-wildfire.html,"The National Weather Service called the fast-moving blaze “surreal,” given the recent storms.","A fire in January? Californians have, tragically, seen that before.",The New York Times,,,2022-01-24T13:51:06+0000,article,National,U.S.,briefing,nyt://article/ded9f178-924d-5ab3-bee2-a4e18e93cfd6,1150,nyt://article/ded9f178-924d-5ab3-bee2-a4e18e93cfd6,NA,NA,NA,Heavy Rains Weren’t Enough to Stop Winter Fires in California,California Today,NA,NA,NA,NA,NA,By Soumya Karlamangla,,NA,157,80,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,President Biden’s struggling social policy bill.,https://www.nytimes.com/2021/10/29/briefing/biden-policy-china-coronavirus.html,President Biden’s struggling social policy bill.,"President Biden pleaded with House Democrats to embrace his “framework” for a $1.85 trillion economic and environmental bill, saying that its fate would help determine that of his presidency and his party’s hold on Congress, and that its success would restore the nation’s standing on the world stage.",The New York Times,,,2021-10-29T04:44:23+0000,article,NYTNow,Briefing,briefing,nyt://article/bacf02fb-44be-503f-82bb-78188c5b3f16,1216,nyt://article/bacf02fb-44be-503f-82bb-78188c5b3f16,NA,NA,NA,Your Friday Briefing,NA,NA,NA,NA,NA,NA,By Natasha Frost,,NA,157,80,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,India gives 8 million shots in a day.,https://www.nytimes.com/2021/06/22/briefing/india-vaccination-drive-myanmar-military.html,India gives 8 million shots in a day.,"India administered 8.6 million doses of Covid vaccines on Monday, setting a national record on the first day of a new policy that offers free vaccines for all adults. Officials say all of India’s roughly 950 million adults could be fully vaccinated by the end of the year.",The New York Times,,,2021-06-22T20:30:12+0000,article,NYTNow,Briefing,briefing,nyt://article/bfeb78e0-893e-57ff-af9e-b73fb6f7c7d4,1154,nyt://article/bfeb78e0-893e-57ff-af9e-b73fb6f7c7d4,NA,NA,NA,Your Wednesday Briefing,NA,NA,NA,NA,NA,NA,By Melina Delkic,,NA,157,80,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Philip D’Anieri’s “Appalachian Trail” chronicles the people who created the legendary footpath and its lasting legacy.,https://www.nytimes.com/2021/06/25/books/review/the-appalachian-trail-philip-danieri.html,Philip D’Anieri’s “Appalachian Trail” chronicles the people who created the legendary footpath and its lasting legacy.,THE APPALACHIAN TRAILA BiographyBy Philip D’Anieri,The New York Times,,,2021-06-25T19:25:10+0000,article,BookReview,Books,Review,nyt://article/da0fce18-ed5d-5d27-ae1c-3e83b2a0ea8c,1204,nyt://article/da0fce18-ed5d-5d27-ae1c-3e83b2a0ea8c,BR,14,Book Review,"A Biography for the 2,190 Miles of the Appalachian Trail",Nonfiction,NA,Walk This Way,NA,NA,NA,By Jonathan Miles,,NA,157,90,40
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,The air quality gets so bad from wildfires that we are left clinging to our air purifiers.,https://www.nytimes.com/2021/06/04/opinion/california-fires-drought.html,The air quality gets so bad from wildfires that we are left clinging to our air purifiers.,"SAN FRANCISCO — It’s early June, and the weeds have been brown for weeks.",The New York Times,,,2021-06-04T23:00:10+0000,article,OpEd,Opinion,Op-Ed,nyt://article/6c07b4cd-816b-503e-a9a4-ca7ccefb047a,1235,nyt://article/6c07b4cd-816b-503e-a9a4-ca7ccefb047a,SR,2,NA,When Living in California Means Fearing the Outdoors,Guest Essay,NA,When Living in California Means Staying Inside,NA,NA,NA,By Joanna Pearlstein,,NA,157,90,40
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"A decades-long fight over land has been reinvigorated as Taliban leaders look to reward their fighters with property, even if that means evicting others.",https://www.nytimes.com/2021/12/03/world/asia/afghanistan-land-ownership-taliban.html,"A decades-long fight over land has been reinvigorated as Taliban leaders look to reward their fighters with property, even if that means evicting others.","KANDAHAR, Afghanistan — For decades, roughly a thousand families called the low-slung mud-walled neighborhood of Firqa home. Some moved in during the 1990s civil war, while others were provided housing under the previous government.",The New York Times,,,2021-12-03T18:03:08+0000,article,Foreign,World,News,nyt://article/796c2ff4-0501-55ff-9a4c-3b4416ec6001,1218,nyt://article/796c2ff4-0501-55ff-9a4c-3b4416ec6001,A,6,Asia Pacific,"In Afghanistan, ‘Who Has the Guns Gets the Land’",NA,NA,"The Taliban Settle In, By Evicting Afghans From Their Homes",NA,NA,NA,"By Thomas Gibbons-Neff, Yaqoob Akbary and Jim Huylebroek",,NA,157,90,40
